unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc6,facloc7,facloc8,facloc9,facloc10,facloc12,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"155645","5","1","","","","","","","","","","1","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","",""
"155672","6","1","1","","","","","","","","","1","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"155681","1","1","1","","1","1","","1","","1","","","1","","1","","","2","","","","","","","","","","","","1","","1","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"155715","1","1","","","1","","","1","","1","","1","1","1","1","","1","2","","","","","","","","","","","","1","","1","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"155760","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","1","","","","","1","","","1","","",""
"155788","2","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","","1","","","","","","1","","","","1","","","","","","","1","","","","","","1","1","","","","","","1","","1","","",""
"155812","1","1","1","","","","","1","1","","1","1","","","","","","2","","","1","","1","","1","","","1","","1","","","","","","","","","","1","","","","","","","1","1","1","1","1","","","1","1","","1","","",""
"155821","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","","","1","","","","","","","1","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"155830","2","1","","","","","","1","","","","1","","","","","","2","","","","","","","","","1","1","","","","","","1","1","","","","","","","","","","","","","1","1","1","1","","1","1","","","1","","",""
"155849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155858","1","1","","","1","","","1","","1","","","1","","1","","","2","","","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"155867","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"155876","1","","","","1","","","","","","","","1","","1","","","2","","","1","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","1","1","","1","1","1","1","","","3","","",""
"155894","1","1","","","","","","1","","","","","1","","","","","2","","","1","","","","","","1","1","","","","","","1","1","","","","","","","","","","","","","1","1","1","","1","1","1","","","1","","",""
"155900","4","1","1","","1","","","1","","","","1","1","","","","","2","","","1","1","1","1","1","","","1","","1","","","","1","1","1","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"155937","4","1","1","","","","","1","","","","","","","","","","2","","","1","","1","1","1","","","1","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"155955","5","1","1","","","","","","","","","1","","","","","","2","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"155973","4","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","1","1","","","","","1","1","","","1","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"155991","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"156000","6","1","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","3","","1","","","","","","","1","","","","","","","1","1","1","","","1","","","1","","",""
"156019","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","1","","","","","","","","","","","","1","","","","","","","","","","1","1","","","1","","","1","","",""
"156028","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","","1","","","","","1","1","","","","","1","","","","","","","","","1","1","1","","","","","","1","","",""
"156046","5","1","","","1","","","1","","","","","1","","","","","2","","","1","","1","","","1","","1","1","","","","","1","1","","","","","1","","1","","","","","","1","1","1","1","","","1","","","1","","",""
"156055","3","1","1","1","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","",""
"156064","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","","","",""
"156082","1","1","","","1","","","1","","1","1","","1","","1","1","","2","","","1","","","","","","","","","1","","","","","","1","","1","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"156107","5","1","","","1","","","1","","1","","1","","","","","","2","","","1","","","","","","1","1","1","","","","","1","","","","","","","1","1","","","","","","1","1","1","1","","","1","1","","1","","",""
"156116","","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"156125","1","1","","","1","","","1","","1","1","1","1","","","1","","2","","","1","1","1","1","1","","","","","1","","","","1","","1","","1","","","","","1","","1","","","1","1","1","1","1","1","1","1","","1","","",""
"156134","3","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"156170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156189","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","","","1","","","","1","","","","","","","","","","","","","","1","1","1","1","","","","1","","1","","",""
"156213","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","1","","1","1","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"156222","4","1","","","1","","","1","","","","1","1","","","","","2","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"156231","1","1","","","1","","","1","1","1","","1","1","","1","","1","2","","","1","","1","","1","1","1","1","","1","","1","","1","1","1","1","1","","","","","1","","1","","","1","1","1","1","1","1","1","","","1","","",""
"156240","2","1","","","","","","1","","","1","","","","","","","2","","","1","","1","","","1","1","1","1","","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"156277","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"156286","1","1","","","1","","","1","","","","1","1","","","","","2","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","1","","","","","","","","1","1","1","1","1","1","","","1","","",""
"156295","4","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","1","1","","1","1","","1","1","","","","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"156310","6","1","1","","","","","1","","","","","","","","","","2","","","","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"156338","2","1","","","","","","1","","","1","","","","","","","2","","","1","","1","","","1","1","1","","","","","","1","1","","","","","","","","","","","","","1","1","","1","1","1","1","","","3","","",""
"156356","1","1","1","","1","1","","1","","","","1","1","","","","1","2","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"156365","1","1","","","","","","1","1","1","","1","1","","","","","2","","","1","","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","1","1","","1","","","","","","1","","",""
"156383","6","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"156392","2","1","","","","","","1","1","","","1","","","","","","1","1","","1","","1","","","1","1","1","1","","1","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"156408","6","1","","1","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","1","","1","1","","","1","1","","","","","","","1","","","","","","","1","1","1","1","","1","","","1","","",""
"156417","1","1","","","","","","1","","","","1","","","","","","2","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","1","1","1","1","1","","","","1","","1","","",""
"156426","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"156435","1","1","","","1","","","1","","","","","1","","","","","2","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","","","","","","","","","1","","",""
"156444","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","1","","","","","","1","","","","","","","","","1","","","","","","","1","3","","",""
"156471","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","1","","","1","","","1","","",""
"156514","2","1","","","","","","1","","","","1","","","","","","2","","","1","","1","","","","","1","","","","","","1","1","","","","","1","","","","","","","","","1","1","1","","","1","","","1","","",""
"156541","1","1","","","","","","1","","","","","","","","","","2","","","1","","1","","1","","","","","1","","","","","1","1","","1","","","","","","","","","","1","1","1","1","","","","","","1","","",""
